rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M5-SYNTH-060,字段权威｜primary_gap由GAP负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,primary_gap,GAP,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,primary_gap,五层主差异。低权威模块可提供背景，不得覆盖主权威。,“primary_gap”由GAP主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-061,字段权威｜secondary_gap由GAP负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,secondary_gap,GAP,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,secondary_gap,独立次差异。低权威模块可提供背景，不得覆盖主权威。,“secondary_gap”由GAP主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-062,字段权威｜gap_type由GAP负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,gap_type,GAP,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,gap_type,GT差异类型。低权威模块可提供背景，不得覆盖主权威。,“gap_type”由GAP主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-063,字段权威｜gap_state由GAP负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,gap_state,GAP,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,gap_state,GS总体差异状态。低权威模块可提供背景，不得覆盖主权威。,“gap_state”由GAP主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-064,字段权威｜gap_evidence_level由GAP负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,gap_evidence_level,GAP,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,gap_evidence_level,GE0—GE7差异证据。低权威模块可提供背景，不得覆盖主权威。,“gap_evidence_level”由GAP主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-065,字段权威｜bridge_plan由GAP＋SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,bridge_plan,GAP＋SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,bridge_plan,差异桥接、条件和停止点。低权威模块可提供背景，不得覆盖主权威。,“bridge_plan”由GAP＋SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=GAP＋SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-066,字段权威｜reality_gates由SYNTH＋现实资料负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,reality_gates,SYNTH＋现实资料,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,reality_gates,RG01—RG08现实门槛。低权威模块可提供背景，不得覆盖主权威。,“reality_gates”由SYNTH＋现实资料主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH＋现实资料; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-067,字段权威｜final_fit_state由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,final_fit_state,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,final_fit_state,AF01—AF09当前适配总状态。低权威模块可提供背景，不得覆盖主权威。,“final_fit_state”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-068,字段权威｜fit_grade由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,fit_grade,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,fit_grade,FG0—FG4发布等级。低权威模块可提供背景，不得覆盖主权威。,“fit_grade”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-069,字段权威｜confidence由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,confidence,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,confidence,总体及字段级置信度。低权威模块可提供背景，不得覆盖主权威。,“confidence”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-070,字段权威｜observation_plan由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,observation_plan,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,observation_plan,最多三项关键现实验证。低权威模块可提供背景，不得覆盖主权威。,“observation_plan”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-071,字段权威｜provenance由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,provenance,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,provenance,rule_id、source_id、event_id、去重与冲突日志。低权威模块可提供背景，不得覆盖主权威。,“provenance”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-072,字段权威｜report_sections由SYNTH负责,L1 字段权威矩阵,SYNTH-字段权威,通用,权威,report_sections,SYNTH,多个模块对同一最终字段提供候选。,现实安全或核心现实门槛要求更高优先级停止。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,96,不加分；字段主权,report_sections,简版、专业版、停止版与边界说明。低权威模块可提供背景，不得覆盖主权威。,“report_sections”由SYNTH主导，其他模块只作补充。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,field_authority=SYNTH; provisional=true; rule_group=SYNTH-字段权威,0.9
M5-SYNTH-073,FAM01功能族｜平等自主统一映射,L2 功能族与候选标准化,SYNTH-功能族,通用,映射,FAM01,FN01/EC01/BC01/RC01/HC01,跨模块出现同一关系功能。,现实任务不同导致功能含义确实不同。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,92,不加分；统一功能键,function_family,FN01、EC01、BC01、RC01、HC01统一为平等自主功能族，分别保留对象、交换、边界、修复和节奏角色。,这些不同代码都在描述“平等自主”在关系不同环节的作用。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,family=FAM01; provisional=true; rule_group=SYNTH-功能族,0.9
M5-SYNTH-074,FAM01功能族｜同源不得跨模块重复计分,L2 功能族与候选标准化,SYNTH-功能族,通用,去重,FAM01,平等自主,同一source_id同时支持FN、EC、BC、RC或HC。,存在独立现实事件或独立命盘来源。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,98,基础权重只计一次,dedup_log,角色字段可以分别成立，但同一命理事实不增加独立来源数。,“平等自主”在多个环节都重要，但不会因代码更多就被重复计算。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,family=FAM01; dedup=true; provisional=true; rule_group=SYNTH-功能族,0.9
M5-SYNTH-075,FAM02功能族｜共同行动统一映射,L2 功能族与候选标准化,SYNTH-功能族,通用,映射,FAM02,FN02/EC02/BC02/RC02/HC02,跨模块出现同一关系功能。,现实任务不同导致功能含义确实不同。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,92,不加分；统一功能键,function_family,FN02、EC02、BC02、RC02、HC02统一为共同行动功能族，分别保留对象、交换、边界、修复和节奏角色。,这些不同代码都在描述“共同行动”在关系不同环节的作用。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,family=FAM02; provisional=true; rule_group=SYNTH-功能族,0.9
M5-SYNTH-076,FAM02功能族｜同源不得跨模块重复计分,L2 功能族与候选标准化,SYNTH-功能族,通用,去重,FAM02,共同行动,同一source_id同时支持FN、EC、BC、RC或HC。,存在独立现实事件或独立命盘来源。,由共享命盘引擎及M1—M4上游结果提供；SYNTH只做总合成、去重、裁决和发布，不重新计算旺衰。,夫妻星与M2资格证据只能说明关系入口和确认条件，不能替代具体对象的长期行为、边界、修复与现实门槛。,日支与M3底盘只提供用户亲密关系中的功能来源，不能单独证明具体对象适配。,按BASE→PARTNER→EXCHANGE→BOUND→REPAIR→RHYTHM→GAP→SYNTH顺序路由；任何高层不得绕过下游现实门槛。,位置只修正功能核心度和显著度；不得据此推断具体伴侣身份、时间或关系结果。,根气只修正用户需要和功能是否稳定；不能证明具体关系已稳定运行。,旺弱只修正需要强度和失衡风险；不直接等于适配高低。,喜忌只修正功能承载与摩擦；不得直接翻译成理想伴侣五行、生肖或出生年份。,真合化成立时替换原功能；合化争议时回退到上位功能类别并停止精细合成。,近位提高该功能进入亲密关系核心的可能；远位只保留背景或阶段性候选。,98,基础权重只计一次,dedup_log,角色字段可以分别成立，但同一命理事实不增加独立来源数。,“共同行动”在多个环节都重要，但不会因代码更多就被重复计算。,不得由本规则推出唯一正缘、必然结婚、必然长久、忠诚、职业、收入、外貌、生肖、出生年份或具体婚期；不得用适配分要求用户进入、维持、原谅或复合；现实安全、同意、生活目标、持续行为和反例优先。,高,待验证,,family=FAM02; dedup=true; provisional=true; rule_group=SYNTH-功能族,0.9
